SETTLEMENT_DATE;SETTLEMENT_PERIOD;ND;ORKNEY LOAD (MW)
10/03/2019;38;36727;27.8500841
10/03/2019;39;36119;27.3890377
10/03/2019;40;35224;26.7103592
10/03/2019;41;34586;26.2265638
10/03/2019;42;33282;25.2377406
10/03/2019;43;31706;24.0426598
10/03/2019;44;29961;22.7194263
10/03/2019;45;28148;21.3446284
10/03/2019;46;26573;20.1503059
10/03/2019;47;24692;18.7239436
10/03/2019;48;23644;17.9292452
11/03/2019;1;23400;17.74422
11/03/2019;2;23982;18.1855506
11/03/2019;3;23769;18.0240327
11/03/2019;4;23262;17.6395746
11/03/2019;5;22837;17.3172971
11/03/2019;6;22630;17.160329
11/03/2019;7;22476;17.0435508
11/03/2019;8;22098;16.7569134
11/03/2019;9;22069;16.7349227
11/03/2019;10;22298;16.9085734
11/03/2019;11;23369;17.7207127
11/03/2019;12;25025;18.9764575
11/03/2019;13;28428;21.5569524
11/03/2019;14;31390;23.803037
11/03/2019;15;34559;26.2060897
11/03/2019;16;35269;26.7444827
11/03/2019;17;35191;26.6853353
11/03/2019;18;34680;26.297844
11/03/2019;19;34295;26.0058985
11/03/2019;20;33658;25.5228614
11/03/2019;21;32770;24.849491
11/03/2019;22;32327;24.5135641
11/03/2019;23;32145;24.3755535
11/03/2019;24;31990;24.258017
11/03/2019;25;32017;24.2784911
11/03/2019;26;31830;24.136689
11/03/2019;27;31852;24.1533716
11/03/2019;28;31924;24.2079692
11/03/2019;29;32386;24.5583038
11/03/2019;30;32778;24.8555574
11/03/2019;31;33500;25.40305
11/03/2019;32;35150;26.654245
11/03/2019;33;37218;28.2224094
11/03/2019;34;38794;29.4174902
11/03/2019;35;39921;30.2720943
11/03/2019;36;41003;31.0925749
11/03/2019;37;42028;31.8698324
11/03/2019;38;41987;31.8387421
11/03/2019;39;41435;31.4201605
11/03/2019;40;40360;30.604988
11/03/2019;41;38651;29.3090533
11/03/2019;42;36792;27.8993736
11/03/2019;43;34469;26.1378427
11/03/2019;44;31987;24.2557421
11/03/2019;45;29656;22.4881448
11/03/2019;46;27554;20.8941982
11/03/2019;47;25459;19.3055597
11/03/2019;48;24193;18.3455519
12/03/2019;1;23860;18.093038
12/03/2019;2;24134;18.3008122
12/03/2019;3;23756;18.0141748
12/03/2019;4;23121;17.5326543
12/03/2019;5;22662;17.1845946
12/03/2019;6;22476;17.0435508
12/03/2019;7;22012;16.6916996
12/03/2019;8;21879;16.5908457
12/03/2019;9;21784;16.5188072
12/03/2019;10;22048;16.7189984
12/03/2019;11;23034;17.4666822
12/03/2019;12;24311;18.4350313
12/03/2019;13;27747;21.0405501
12/03/2019;14;30776;23.3374408
12/03/2019;15;34182;25.9202106
12/03/2019;16;35733;27.0963339
12/03/2019;17;37101;28.1336883
12/03/2019;18;37512;28.4453496
12/03/2019;19;38094;28.8866802
12/03/2019;20;38312;29.0519896
12/03/2019;21;38743;29.3788169
12/03/2019;22;38958;29.5418514
12/03/2019;23;38966;29.5479178
12/03/2019;24;38999;29.5729417
12/03/2019;25;39272;29.7799576
12/03/2019;26;39062;29.6207146
12/03/2019;27;38928;29.5191024
12/03/2019;28;38324;29.0610892
12/03/2019;29;37789;28.6553987
12/03/2019;30;36913;27.9911279
12/03/2019;31;35924;27.2411692
12/03/2019;32;36471;27.6559593
12/03/2019;33;37085;28.1215555
12/03/2019;34;38080;28.876064
12/03/2019;35;39179;29.7094357
12/03/2019;36;40019;30.3464077
12/03/2019;37;40949;31.0516267
12/03/2019;38;41675;31.6021525
12/03/2019;39;40719;30.8772177
12/03/2019;40;39782;30.1666906
12/03/2019;41;38672;29.3249776
12/03/2019;42;36926;28.0009858
12/03/2019;43;34860;26.434338
12/03/2019;44;32604;24.7236132
12/03/2019;45;30556;23.1706148
12/03/2019;46;28713;21.7730679
12/03/2019;47;26883;20.3853789
12/03/2019;48;25309;19.1918147
13/03/2019;1;24896;18.8786368
13/03/2019;2;25207;19.1144681
13/03/2019;3;24830;18.828589
13/03/2019;4;24234;18.3766422
13/03/2019;5;23815;18.0589145
13/03/2019;6;23597;17.8936051
13/03/2019;7;23133;17.5417539
13/03/2019;8;22539;17.0913237
13/03/2019;9;22289;16.9017487
13/03/2019;10;22527;17.0822241
13/03/2019;11;23407;17.7495281
13/03/2019;12;24794;18.8012902
13/03/2019;13;28007;21.2377081
13/03/2019;14;30688;23.2707104
13/03/2019;15;33813;25.6403979
13/03/2019;16;34651;26.2758533
13/03/2019;17;34837;26.4168971
13/03/2019;18;34505;26.1651415
13/03/2019;19;34148;25.8944284
13/03/2019;20;33716;25.5668428
13/03/2019;21;33308;25.2574564
13/03/2019;22;32902;24.9495866
13/03/2019;23;32982;25.0102506
13/03/2019;24;33101;25.1004883
13/03/2019;25;33152;25.1391616
13/03/2019;26;33079;25.0838057
13/03/2019;27;33133;25.1247539
13/03/2019;28;32964;24.9966012
13/03/2019;29;33201;25.1763183
13/03/2019;30;33271;25.2293993
13/03/2019;31;33559;25.4477897
13/03/2019;32;34818;26.4024894
13/03/2019;33;36080;27.359464
13/03/2019;34;37547;28.4718901
13/03/2019;35;38824;29.4402392
13/03/2019;36;39477;29.9354091
13/03/2019;37;40491;30.7043253
13/03/2019;38;41028;31.1115324
13/03/2019;39;40399;30.6345617
13/03/2019;40;39301;29.8019483
13/03/2019;41;38087;28.8813721
13/03/2019;42;36597;27.7515051
13/03/2019;43;34767;26.3638161
13/03/2019;44;32572;24.6993476
13/03/2019;45;30328;22.9977224
13/03/2019;46;28340;21.490222
13/03/2019;47;26278;19.9266074
13/03/2019;48;24888;18.8725704
14/03/2019;1;24552;18.6177816
14/03/2019;2;24877;18.8642291
14/03/2019;3;24469;18.5548427
14/03/2019;4;23799;18.0467817
14/03/2019;5;23235;17.6191005
14/03/2019;6;23111;17.5250713
14/03/2019;7;22684;17.2012772
14/03/2019;8;22279;16.8941657
14/03/2019;9;22120;16.773596
14/03/2019;10;22154;16.7993782
14/03/2019;11;23071;17.4947393
14/03/2019;12;24406;18.5070698
14/03/2019;13;27644;20.9624452
14/03/2019;14;30395;23.0485285
14/03/2019;15;33650;25.516795
14/03/2019;16;34810;26.396423
14/03/2019;17;35264;26.7406912
14/03/2019;18;35030;26.563249
14/03/2019;19;35122;26.6330126
14/03/2019;20;34766;26.3630578
14/03/2019;21;33844;25.6639052
14/03/2019;22;33283;25.2384989
14/03/2019;23;32897;24.9457951
14/03/2019;24;32360;24.538588
14/03/2019;25;32092;24.3353636
14/03/2019;26;31510;23.894033
14/03/2019;27;31162;23.6301446
14/03/2019;28;30862;23.4026546
14/03/2019;29;30886;23.4208538
14/03/2019;30;31135;23.6096705
14/03/2019;31;31592;23.9562136
14/03/2019;32;32890;24.940487
14/03/2019;33;34201;25.9346183
14/03/2019;34;35710;27.078893
14/03/2019;35;37092;28.1268636
14/03/2019;36;38044;28.8487652
14/03/2019;37;38876;29.4796708
14/03/2019;38;39705;30.1083015
14/03/2019;39;39217;29.7382511
14/03/2019;40;38374;29.0990042
14/03/2019;41;37445;28.3945435
14/03/2019;42;35993;27.2934919
14/03/2019;43;34360;26.055188
14/03/2019;44;32612;24.7296796
14/03/2019;45;30681;23.2654023
14/03/2019;46;28724;21.7814092
14/03/2019;47;26743;20.2792169
14/03/2019;48;25633;19.4375039
15/03/2019;1;25273;19.1645159
15/03/2019;2;25611;19.4208213
15/03/2019;3;25146;19.0682118
15/03/2019;4;24558;18.6223314
15/03/2019;5;23777;18.0300991
15/03/2019;6;23357;17.7116131
15/03/2019;7;22659;17.1823197
15/03/2019;8;21907;16.6120781
15/03/2019;9;21478;16.2867674
15/03/2019;10;21368;16.2033544
15/03/2019;11;22192;16.8281936
15/03/2019;12;23349;17.7055467
15/03/2019;13;26322;19.9599726
15/03/2019;14;28816;21.8511728
15/03/2019;15;31705;24.0419015
15/03/2019;16;33031;25.0474073
15/03/2019;17;33583;25.4659889
15/03/2019;18;33618;25.4925294
15/03/2019;19;33791;25.6237153
15/03/2019;20;33614;25.4894962
15/03/2019;21;33354;25.2923382
15/03/2019;22;33048;25.0602984
15/03/2019;23;32918;24.9617194
15/03/2019;24;32916;24.9602028
15/03/2019;25;32698;24.7948934
15/03/2019;26;32595;24.7167885
15/03/2019;27;32471;24.6227593
15/03/2019;28;32139;24.3710037
15/03/2019;29;31895;24.1859785
15/03/2019;30;31640;23.992612
15/03/2019;31;31707;24.0434181
15/03/2019;32;32256;24.4597248
15/03/2019;33;33245;25.2096835
15/03/2019;34;34617;26.2500711
15/03/2019;35;35631;27.0189873
15/03/2019;36;36405;27.6059115
15/03/2019;37;37116;28.1450628
15/03/2019;38;37826;28.6834558
15/03/2019;39;37323;28.3020309
15/03/2019;40;36470;27.655201
15/03/2019;41;35237;26.7202171
15/03/2019;42;34130;25.880779
15/03/2019;43;33117;25.1126211
15/03/2019;44;31894;24.1852202
15/03/2019;45;30125;22.8437875
15/03/2019;46;28688;21.7541104
15/03/2019;47;26992;20.4680336
15/03/2019;48;25950;19.677885
16/03/2019;1;25626;19.4321958
16/03/2019;2;25526;19.3563658
16/03/2019;3;24946;18.9165518
16/03/2019;4;24349;18.4638467
16/03/2019;5;23871;18.1013793
16/03/2019;6;23556;17.8625148
16/03/2019;7;23366;17.7184378
16/03/2019;8;22884;17.3529372
16/03/2019;9;22479;17.0458257
16/03/2019;10;22190;16.826677
16/03/2019;11;22352;16.9495216
16/03/2019;12;22650;17.175495
16/03/2019;13;23744;18.0050752
16/03/2019;14;24564;18.6268812
16/03/2019;15;26091;19.7848053
16/03/2019;16;27310;20.709173
16/03/2019;17;29164;22.1150612
16/03/2019;18;30538;23.1569654
16/03/2019;19;31871;24.1677793
16/03/2019;20;32174;24.3975442
16/03/2019;21;32233;24.4422839
16/03/2019;22;32153;24.3816199
16/03/2019;23;32186;24.4066438
16/03/2019;24;32104;24.3444632
16/03/2019;25;31868;24.1655044
16/03/2019;26;31590;23.954697
16/03/2019;27;31353;23.7749799
16/03/2019;28;31119;23.5975377
16/03/2019;29;31228;23.6801924
16/03/2019;30;31104;23.5861632
16/03/2019;31;31275;23.7158325
16/03/2019;32;31512;23.8955496
16/03/2019;33;31922;24.2064526
16/03/2019;34;32850;24.910155
16/03/2019;35;33922;25.7230526
16/03/2019;36;34355;26.0513965
16/03/2019;37;34663;26.2849529
16/03/2019;38;34866;26.4388878
16/03/2019;39;34588;26.2280804
16/03/2019;40;33682;25.5410606
16/03/2019;41;32936;24.9753688
16/03/2019;42;31654;24.0032282
16/03/2019;43;30509;23.1349747
16/03/2019;44;29445;22.3281435
16/03/2019;45;28270;21.437141
16/03/2019;46;27190;20.618177
16/03/2019;47;25660;19.457978
16/03/2019;48;24824;18.8240392
17/03/2019;1;24619;18.6685877
17/03/2019;2;24822;18.8225226
17/03/2019;3;24352;18.4661216
17/03/2019;4;23612;17.9049796
17/03/2019;5;22865;17.3385295
17/03/2019;6;22563;17.1095229
17/03/2019;7;22200;16.83426
17/03/2019;8;21652;16.4187116
17/03/2019;9;21261;16.1222163
17/03/2019;10;21363;16.1995629
17/03/2019;11;21356;16.1942548
17/03/2019;12;21828;16.5521724
17/03/2019;13;22414;16.9965362
17/03/2019;14;22901;17.3658283
17/03/2019;15;23398;17.7427034
17/03/2019;16;23313;17.6782479
17/03/2019;17;23862;18.0945546
17/03/2019;18;24310;18.434273
17/03/2019;19;25160;19.078828
17/03/2019;20;25439;19.2903937
17/03/2019;21;25840;19.594472
17/03/2019;22;26001;19.7165583
17/03/2019;23;26294;19.9387402
17/03/2019;24;26489;20.0866087
17/03/2019;25;26641;20.2018703
17/03/2019;26;26685;20.2352355
17/03/2019;27;26504;20.0979832
17/03/2019;28;26594;20.1662302
17/03/2019;29;26859;20.3671797
17/03/2019;30;27429;20.7994107
17/03/2019;31;28298;21.4583734
17/03/2019;32;29448;22.3304184
17/03/2019;33;31018;23.5209494
17/03/2019;34;32880;24.932904
17/03/2019;35;34489;26.1530087
17/03/2019;36;35595;26.9916885
17/03/2019;37;36207;27.4557681
17/03/2019;38;37280;28.269424
17/03/2019;39;37022;28.0737826
17/03/2019;40;35899;27.2222117
17/03/2019;41;35136;26.6436288
17/03/2019;42;34053;25.8223899
17/03/2019;43;32777;24.8547991
17/03/2019;44;30955;23.4731765
17/03/2019;45;29293;22.2128819
17/03/2019;46;27863;21.1285129
17/03/2019;47;25978;19.6991174
17/03/2019;48;24928;18.9029024
18/03/2019;1;24917;18.8945611
18/03/2019;2;25457;19.3040431
18/03/2019;3;25202;19.1106766
18/03/2019;4;24843;18.8384469
18/03/2019;5;24559;18.6230897
18/03/2019;6;24361;18.4729463
18/03/2019;7;24264;18.3993912
18/03/2019;8;24022;18.2158826
18/03/2019;9;23990;18.191617
18/03/2019;10;24218;18.3645094
18/03/2019;11;25288;19.1758904
18/03/2019;12;26860;20.367938
18/03/2019;13;29672;22.5002776
18/03/2019;14;32667;24.7713861
18/03/2019;15;35584;26.9833472
18/03/2019;16;36476;27.6597508
18/03/2019;17;37041;28.0881903
18/03/2019;18;36832;27.9297056
18/03/2019;19;36950;28.019185
18/03/2019;20;36659;27.7985197
18/03/2019;21;36421;27.6180443
18/03/2019;22;36033;27.3238239
18/03/2019;23;35976;27.2806008
18/03/2019;24;36157;27.4178531
18/03/2019;25;36616;27.7659128
18/03/2019;26;36567;27.7287561
18/03/2019;27;36691;27.8227853
18/03/2019;28;36533;27.7029739
18/03/2019;29;36943;28.0138769
18/03/2019;30;37077;28.1154891
18/03/2019;31;37009;28.0639247
18/03/2019;32;37554;28.4771982
18/03/2019;33;38958;29.5418514
18/03/2019;34;40404;30.6383532
18/03/2019;35;41181;31.2275523
18/03/2019;36;41615;31.5566545
18/03/2019;37;42206;32.0048098
18/03/2019;38;43201;32.7593183
18/03/2019;39;42586;32.2929638
18/03/2019;40;41676;31.6029108
18/03/2019;41;40225;30.5026175
18/03/2019;42;38892;29.4918036
18/03/2019;43;37505;28.4400415
18/03/2019;44;35342;26.7998386
18/03/2019;45;33090;25.092147
18/03/2019;46;30946;23.4663518
18/03/2019;47;29061;22.0369563
18/03/2019;48;27913;21.1664279
19/03/2019;1;27544;20.8866152
19/03/2019;2;27840;21.111072
19/03/2019;3;27564;20.9017812
19/03/2019;4;26952;20.4377016
19/03/2019;5;26456;20.0615848
19/03/2019;6;26268;19.9190244
19/03/2019;7;25888;19.6308704
19/03/2019;8;25471;19.3146593
19/03/2019;9;25354;19.2259382
19/03/2019;10;25491;19.3298253
19/03/2019;11;26269;19.9197827
19/03/2019;12;27631;20.9525873
19/03/2019;13;30414;23.0629362
19/03/2019;14;33242;25.2074086
19/03/2019;15;36077;27.3571891
19/03/2019;16;37159;28.1776697
19/03/2019;17;37333;28.3096139
19/03/2019;18;36966;28.0313178
19/03/2019;19;36721;27.8455343
19/03/2019;20;36278;27.5096074
19/03/2019;21;35579;26.9795557
19/03/2019;22;35232;26.7164256
19/03/2019;23;35123;26.6337709
19/03/2019;24;35056;26.5829648
19/03/2019;25;35235;26.7187005
19/03/2019;26;35265;26.7414495
19/03/2019;27;35394;26.8392702
19/03/2019;28;35269;26.7444827
19/03/2019;29;35445;26.8779435
19/03/2019;30;35268;26.7437244
19/03/2019;31;35154;26.6572782
19/03/2019;32;35957;27.2661931
19/03/2019;33;37111;28.1412713
19/03/2019;34;38307;29.0481981
19/03/2019;35;39457;29.9202431
19/03/2019;36;40195;30.4798685
19/03/2019;37;41018;31.1039494
19/03/2019;38;41788;31.6878404
19/03/2019;39;41163;31.2139029
19/03/2019;40;39767;30.1553161
19/03/2019;41;38734;29.3719922
19/03/2019;42;37107;28.1382381
19/03/2019;43;35511;26.9279913
19/03/2019;44;33329;25.2733807
19/03/2019;45;31212;23.6680596
19/03/2019;46;29332;22.2424556
19/03/2019;47;27338;20.7304054
19/03/2019;48;26103;19.7939049
20/03/2019;1;25905;19.6437615
20/03/2019;2;26218;19.8811094
20/03/2019;3;25914;19.6505862
20/03/2019;4;25251;19.1478333
20/03/2019;5;24840;18.836172
20/03/2019;6;24493;18.5730419
20/03/2019;7;24064;18.2477312
20/03/2019;8;23704;17.9747432
20/03/2019;9;23674;17.9519942
20/03/2019;10;23988;18.1901004
20/03/2019;11;24732;18.7542756
20/03/2019;12;26279;19.9273657
20/03/2019;13;29085;22.0551555
20/03/2019;14;31813;24.1237979
20/03/2019;15;34783;26.3759489
20/03/2019;16;35851;27.1858133
20/03/2019;17;36263;27.4982329
20/03/2019;18;36126;27.3943458
20/03/2019;19;36213;27.4603179
20/03/2019;20;35686;27.0606938
20/03/2019;21;35418;26.8574694
20/03/2019;22;35013;26.5503579
20/03/2019;23;34799;26.3880817
20/03/2019;24;34523;26.1787909
20/03/2019;25;34449;26.1226767
20/03/2019;26;34069;25.8345227
20/03/2019;27;33841;25.6616303
20/03/2019;28;33539;25.4326237
20/03/2019;29;33517;25.4159411
20/03/2019;30;33377;25.3097791
20/03/2019;31;33627;25.4993541
20/03/2019;32;34397;26.0832451
20/03/2019;33;35649;27.0326367
20/03/2019;34;36734;27.8553922
20/03/2019;35;37869;28.7160627
20/03/2019;36;38542;29.2263986
20/03/2019;37;39415;29.8883945
20/03/2019;38;40542;30.7429986
20/03/2019;39;40392;30.6292536
20/03/2019;40;39159;29.6942697
20/03/2019;41;38062;28.8624146
20/03/2019;42;36149;27.4117867
20/03/2019;43;34484;26.1492172
20/03/2019;44;32407;24.5742281
20/03/2019;45;30254;22.9416082
20/03/2019;46;28396;21.5326868
20/03/2019;47;26548;20.1313484
20/03/2019;48;25304;19.1880232
21/03/2019;1;25145;19.0674535
21/03/2019;2;25354;19.2259382
21/03/2019;3;25020;18.972666
21/03/2019;4;24268;18.4024244
21/03/2019;5;23855;18.0892465
21/03/2019;6;23574;17.8761642
21/03/2019;7;23285;17.6570155
21/03/2019;8;22844;17.3226052
21/03/2019;9;22723;17.2308509
21/03/2019;10;23197;17.5902851
21/03/2019;11;24158;18.3190114
21/03/2019;12;25678;19.4716274
21/03/2019;13;28313;21.4697479
21/03/2019;14;31066;23.5573478
21/03/2019;15;33866;25.6805878
21/03/2019;16;35141;26.6474203
21/03/2019;17;35756;27.1137748
21/03/2019;18;35679;27.0553857
21/03/2019;19;35821;27.1630643
21/03/2019;20;35364;26.8165212
21/03/2019;21;35052;26.5799316
21/03/2019;22;34936;26.4919688
21/03/2019;23;35330;26.790739
21/03/2019;24;35444;26.8771852
21/03/2019;25;35588;26.9863804
21/03/2019;26;35478;26.9029674
21/03/2019;27;35310;26.775573
21/03/2019;28;35294;26.7634402
21/03/2019;29;35365;26.8172795
21/03/2019;30;35460;26.889318
21/03/2019;31;35515;26.9310245
21/03/2019;32;35898;27.2214534
21/03/2019;33;36449;27.6392767
21/03/2019;34;37477;28.4188091
21/03/2019;35;38385;29.1073455
21/03/2019;36;38718;29.3598594
21/03/2019;37;39362;29.8482046
21/03/2019;38;40239;30.5132337
21/03/2019;39;39759;30.1492497
21/03/2019;40;39070;29.626781
21/03/2019;41;37971;28.7934093
21/03/2019;42;36433;27.6271439
21/03/2019;43;34474;26.1416342
21/03/2019;44;32707;24.8017181
21/03/2019;45;30515;23.1395245
21/03/2019;46;28795;21.8352485
21/03/2019;47;26982;20.4604506
21/03/2019;48;25772;19.5429076
22/03/2019;1;25391;19.2539953
22/03/2019;2;25352;19.2244216
22/03/2019;3;24839;18.8354137
22/03/2019;4;24047;18.2348401
22/03/2019;5;23428;17.7654524
22/03/2019;6;23093;17.5114219
22/03/2019;7;22558;17.1057314
22/03/2019;8;22246;16.8691418
22/03/2019;9;22144;16.7917952
22/03/2019;10;22340;16.940422
22/03/2019;11;23162;17.5637446
22/03/2019;12;24470;18.555601
22/03/2019;13;26932;20.4225356
22/03/2019;14;29527;22.3903241
22/03/2019;15;32494;24.6402002
22/03/2019;16;33785;25.6191655
22/03/2019;17;34687;26.3031521
22/03/2019;18;34613;26.2470379
22/03/2019;19;34751;26.3516833
22/03/2019;20;34765;26.3622995
22/03/2019;21;34416;26.0976528
22/03/2019;22;34458;26.1295014
22/03/2019;23;34373;26.0650459
22/03/2019;24;34438;26.1143354
22/03/2019;25;34236;25.9611588
22/03/2019;26;33816;25.6426728
22/03/2019;27;33489;25.3947087
22/03/2019;28;33146;25.1346118
22/03/2019;29;33222;25.1922426
22/03/2019;30;33091;25.0929053
22/03/2019;31;32938;24.9768854
22/03/2019;32;33684;25.5425772
22/03/2019;33;34566;26.2113978
22/03/2019;34;35776;27.1289408
22/03/2019;35;36902;27.9827866
22/03/2019;36;37432;28.3846856
22/03/2019;37;37897;28.7372951
22/03/2019;38;38155;28.9329365
22/03/2019;39;37761;28.6341663
22/03/2019;40;37048;28.0934984
22/03/2019;41;35976;27.2806008
22/03/2019;42;34735;26.3395505
22/03/2019;43;33228;25.1967924
22/03/2019;44;31626;23.9819958
22/03/2019;45;29761;22.5677663
22/03/2019;46;28494;21.6070002
22/03/2019;47;26928;20.4195024
22/03/2019;48;25763;19.5360829
23/03/2019;1;25490;19.329067
23/03/2019;2;25601;19.4132383
23/03/2019;3;25070;19.010581
23/03/2019;4;24320;18.441856
23/03/2019;5;23662;17.9428946
23/03/2019;6;23264;17.6410912
23/03/2019;7;22888;17.3559704
23/03/2019;8;22532;17.0860156
23/03/2019;9;22330;16.932839
23/03/2019;10;22236;16.8615588
23/03/2019;11;22424;17.0041192
23/03/2019;12;23123;17.5341709
23/03/2019;13;24289;18.4183487
23/03/2019;14;25418;19.2744694
23/03/2019;15;27063;20.5218729
23/03/2019;16;27944;21.1899352
23/03/2019;17;29100;22.06653
23/03/2019;18;29924;22.6913692
23/03/2019;19;29983;22.7361089
23/03/2019;20;29566;22.4198978
23/03/2019;21;29363;22.2659629
23/03/2019;22;29143;22.0991369
23/03/2019;23;28909;21.9216947
23/03/2019;24;28784;21.8269072
23/03/2019;25;28563;21.6593229
23/03/2019;26;28459;21.5804597
23/03/2019;27;28282;21.4462406
23/03/2019;28;28106;21.3127798
23/03/2019;29;27987;21.2225421
23/03/2019;30;28232;21.4083256
23/03/2019;31;28786;21.8284238
23/03/2019;32;29518;22.3834994
23/03/2019;33;30566;23.1781978
23/03/2019;34;32022;24.2822826
23/03/2019;35;33687;25.5448521
23/03/2019;36;34711;26.3213513
23/03/2019;37;35499;26.9188917
23/03/2019;38;36301;27.5270483
23/03/2019;39;36107;27.3799381
23/03/2019;40;35103;26.6186049
23/03/2019;41;34507;26.1666581
23/03/2019;42;33710;25.562293
23/03/2019;43;32351;24.5317633
23/03/2019;44;30926;23.4511858
23/03/2019;45;29650;22.483595
23/03/2019;46;28417;21.5486111
23/03/2019;47;27021;20.4900243
23/03/2019;48;26013;19.7256579
24/03/2019;1;25607;19.4177881
24/03/2019;2;25708;19.4943764
24/03/2019;3;25200;19.10916
24/03/2019;4;24461;18.5487763
24/03/2019;5;23895;18.1195785
24/03/2019;6;23522;17.8367326
24/03/2019;7;22955;17.4067765
24/03/2019;8;22506;17.0662998
24/03/2019;9;22150;16.796345
24/03/2019;10;21863;16.5787129
24/03/2019;11;22109;16.7652547
24/03/2019;12;22213;16.8441179
24/03/2019;13;22631;17.1610873
24/03/2019;14;22992;17.4348336
24/03/2019;15;23384;17.7320872
24/03/2019;16;23532;17.8443156
24/03/2019;17;24055;18.2409065
24/03/2019;18;24305;18.4304815
24/03/2019;19;24315;18.4380645
24/03/2019;20;24085;18.2636555
24/03/2019;21;23814;18.0581562
24/03/2019;22;23323;17.6858309
24/03/2019;23;23151;17.5554033
24/03/2019;24;22882;17.3514206
24/03/2019;25;23027;17.4613741
24/03/2019;26;22890;17.357487
24/03/2019;27;22525;17.0807075
24/03/2019;28;22150;16.796345
24/03/2019;29;22346;16.9449718
24/03/2019;30;22814;17.2998562
24/03/2019;31;23640;17.926212
24/03/2019;32;24897;18.8793951
24/03/2019;33;26548;20.1313484
24/03/2019;34;28708;21.7692764
24/03/2019;35;30809;23.3624647
24/03/2019;36;32103;24.3437049
24/03/2019;37;33149;25.1368867
24/03/2019;38;34286;25.9990738
24/03/2019;39;34486;26.1507338
24/03/2019;40;33778;25.6138574
24/03/2019;41;33145;25.1338535
24/03/2019;42;31716;24.0502428
24/03/2019;43;30313;22.9863479
24/03/2019;44;28590;21.679797
24/03/2019;45;26958;20.4422514
24/03/2019;46;25372;19.2395876
24/03/2019;47;23624;17.9140792
24/03/2019;48;22496;17.0587168
25/03/2019;1;22329;16.9320807
25/03/2019;2;22758;17.2573914
25/03/2019;3;22489;17.0534087
25/03/2019;4;21977;16.6651591
25/03/2019;5;21535;16.3299905
25/03/2019;6;21378;16.2109374
25/03/2019;7;21285;16.1404155
25/03/2019;8;21163;16.0479029
25/03/2019;9;21265;16.1252495
25/03/2019;10;21492;16.2973836
25/03/2019;11;22586;17.1269638
25/03/2019;12;23924;18.1415692
25/03/2019;13;27053;20.5142899
25/03/2019;14;29730;22.544259
25/03/2019;15;32364;24.5416212
25/03/2019;16;32885;24.9366955
25/03/2019;17;32714;24.8070262
25/03/2019;18;31833;24.1389639
25/03/2019;19;31409;23.8174447
25/03/2019;20;30739;23.3093837
25/03/2019;21;30264;22.9491912
25/03/2019;22;30088;22.8157304
25/03/2019;23;30134;22.8506122
25/03/2019;24;30122;22.8415126
25/03/2019;25;30113;22.8346879
25/03/2019;26;29867;22.6481461
25/03/2019;27;29644;22.4790452
25/03/2019;28;29364;22.2667212
25/03/2019;29;29628;22.4669124
25/03/2019;30;29955;22.7148765
25/03/2019;31;30642;23.2358286
25/03/2019;32;32018;24.2792494
25/03/2019;33;33608;25.4849464
25/03/2019;34;35431;26.8673273
25/03/2019;35;37222;28.2254426
25/03/2019;36;38451;29.1573933
25/03/2019;37;39091;29.6427053
25/03/2019;38;40641;30.8180703
25/03/2019;39;41146;31.2010118
25/03/2019;40;40602;30.7884966
25/03/2019;41;39252;29.7647916
25/03/2019;42;37927;28.7600441
25/03/2019;43;36281;27.5118823
25/03/2019;44;34293;26.0043819
25/03/2019;45;31995;24.2618085
25/03/2019;46;30087;22.8149721
25/03/2019;47;28346;21.4947718
25/03/2019;48;27231;20.6492673
26/03/2019;1;26796;20.3194068
26/03/2019;2;27013;20.4839579
26/03/2019;3;26601;20.1715383
26/03/2019;4;25969;19.6922927
26/03/2019;5;25397;19.2585451
26/03/2019;6;25150;19.071245
26/03/2019;7;24657;18.6974031
26/03/2019;8;24373;18.4820459
26/03/2019;9;24403;18.5047949
26/03/2019;10;24547;18.6139901
26/03/2019;11;25591;19.4056553
26/03/2019;12;26833;20.3474639
26/03/2019;13;29642;22.4775286
26/03/2019;14;32077;24.3239891
26/03/2019;15;34568;26.2129144
26/03/2019;16;35215;26.7035345
26/03/2019;17;35144;26.6496952
26/03/2019;18;34283;25.9967989
26/03/2019;19;33834;25.6563222
26/03/2019;20;32981;25.0094923
26/03/2019;21;32156;24.3838948
26/03/2019;22;31916;24.2019028
26/03/2019;23;32205;24.4210515
26/03/2019;24;32466;24.6189678
26/03/2019;25;32541;24.6758403
26/03/2019;26;32086;24.3308138
26/03/2019;27;31783;24.1010489
26/03/2019;28;31474;23.8667342
26/03/2019;29;31435;23.8371605
26/03/2019;30;31359;23.7795297
26/03/2019;31;31558;23.9304314
26/03/2019;32;32693;24.7911019
26/03/2019;33;33958;25.7503514
26/03/2019;34;35804;27.1501732
26/03/2019;35;37478;28.4195674
26/03/2019;36;38370;29.095971
26/03/2019;37;39119;29.6639377
26/03/2019;38;40497;30.7088751
26/03/2019;39;40744;30.8961752
26/03/2019;40;40132;30.4320956
26/03/2019;41;38995;29.5699085
26/03/2019;42;37458;28.4044014
26/03/2019;43;35888;27.2138704
26/03/2019;44;33719;25.5691177
26/03/2019;45;31492;23.8803836
26/03/2019;46;29626;22.4653958
26/03/2019;47;27634;20.9548622
26/03/2019;48;26379;20.0031957
