SETTLEMENT_DATE;SETTLEMENT_PERIOD;ND;ORKNEY LOAD (MW)
27/03/2019;1;26044;19.7491652
27/03/2019;2;26356;19.9857548
27/03/2019;3;25965;19.6892595
27/03/2019;4;25231;19.1326673
27/03/2019;5;24747;18.7656501
27/03/2019;6;24543;18.6109569
27/03/2019;7;24210;18.358443
27/03/2019;8;23914;18.1339862
27/03/2019;9;23856;18.0900048
27/03/2019;10;24130;18.297779
27/03/2019;11;25116;19.0454628
27/03/2019;12;26416;20.0312528
27/03/2019;13;29308;22.2242564
27/03/2019;14;31909;24.1965947
27/03/2019;15;34481;26.1469423
27/03/2019;16;35292;26.7619236
27/03/2019;17;35318;26.7816394
27/03/2019;18;35086;26.6057138
27/03/2019;19;35041;26.5715903
27/03/2019;20;34858;26.4328214
27/03/2019;21;34615;26.2485545
27/03/2019;22;34431;26.1090273
27/03/2019;23;34407;26.0908281
27/03/2019;24;34253;25.9740499
27/03/2019;25;34302;26.0112066
27/03/2019;26;33929;25.7283607
27/03/2019;27;33538;25.4318654
27/03/2019;28;32971;25.0019093
27/03/2019;29;32749;24.8335667
27/03/2019;30;32684;24.7842772
27/03/2019;31;32907;24.9533781
27/03/2019;32;33775;25.6115825
27/03/2019;33;34880;26.449504
27/03/2019;34;36448;27.6385184
27/03/2019;35;37700;28.58791
27/03/2019;36;38516;29.2066828
27/03/2019;37;39257;29.7685831
27/03/2019;38;40253;30.5238499
27/03/2019;39;40757;30.9060331
27/03/2019;40;40064;30.3805312
27/03/2019;41;38921;29.5137943
27/03/2019;42;37795;28.6599485
27/03/2019;43;36160;27.420128
27/03/2019;44;34106;25.8625798
27/03/2019;45;32241;24.4483503
27/03/2019;46;30409;23.0591447
27/03/2019;47;28319;21.4742977
27/03/2019;48;27051;20.5127733
28/03/2019;1;26724;20.2648092
28/03/2019;2;26906;20.4028198
28/03/2019;3;26313;19.9531479
28/03/2019;4;25791;19.5573153
28/03/2019;5;25325;19.2039475
28/03/2019;6;25180;19.093994
28/03/2019;7;24775;18.7868825
28/03/2019;8;24511;18.5866913
28/03/2019;9;24571;18.6321893
28/03/2019;10;24720;18.745176
28/03/2019;11;25668;19.4640444
28/03/2019;12;26834;20.3482222
28/03/2019;13;29726;22.5412258
28/03/2019;14;32344;24.5264552
28/03/2019;15;34800;26.38884
28/03/2019;16;35086;26.6057138
28/03/2019;17;34969;26.5169927
28/03/2019;18;34574;26.2174642
28/03/2019;19;34265;25.9831495
28/03/2019;20;33370;25.304471
28/03/2019;21;32489;24.6364087
28/03/2019;22;31846;24.1488218
28/03/2019;23;31279;23.7188657
28/03/2019;24;31030;23.530049
28/03/2019;25;30788;23.3465404
28/03/2019;26;30343;23.0090969
28/03/2019;27;29931;22.6966773
28/03/2019;28;29597;22.4434051
28/03/2019;29;29655;22.4873865
28/03/2019;30;29540;22.400182
28/03/2019;31;29813;22.6071979
28/03/2019;32;30797;23.3533651
28/03/2019;33;32137;24.3694871
28/03/2019;34;33918;25.7200194
28/03/2019;35;35265;26.7414495
28/03/2019;36;35613;27.0053379
28/03/2019;37;36589;27.7454387
28/03/2019;38;38082;28.8775806
28/03/2019;39;38881;29.4834623
28/03/2019;40;38228;28.9882924
28/03/2019;41;37304;28.2876232
28/03/2019;42;36325;27.5452475
28/03/2019;43;34783;26.3759489
28/03/2019;44;32720;24.811576
28/03/2019;45;30701;23.2805683
28/03/2019;46;29077;22.0490891
28/03/2019;47;27200;20.62576
28/03/2019;48;25828;19.5853724
29/03/2019;1;25400;19.26082
29/03/2019;2;25644;19.4458452
29/03/2019;3;25211;19.1175013
29/03/2019;4;24635;18.6807205
29/03/2019;5;24124;18.2932292
29/03/2019;6;23808;18.0536064
29/03/2019;7;23398;17.7427034
29/03/2019;8;23201;17.5933183
29/03/2019;9;23186;17.5819438
29/03/2019;10;23464;17.7927512
29/03/2019;11;24450;18.540435
29/03/2019;12;25485;19.3252755
29/03/2019;13;28349;21.4970467
29/03/2019;14;30817;23.3685311
29/03/2019;15;33101;25.1004883
29/03/2019;16;33623;25.4963209
29/03/2019;17;33902;25.7078866
29/03/2019;18;33041;25.0549903
29/03/2019;19;32404;24.5719532
29/03/2019;20;31395;23.8068285
29/03/2019;21;30340;23.006822
29/03/2019;22;29512;22.3789496
29/03/2019;23;29102;22.0680466
29/03/2019;24;28629;21.7093707
29/03/2019;25;28399;21.5349617
29/03/2019;26;28035;21.2589405
29/03/2019;27;27658;20.9730614
29/03/2019;28;27486;20.8426338
29/03/2019;29;27703;21.0071849
29/03/2019;30;28024;21.2505992
29/03/2019;31;28472;21.5903176
29/03/2019;32;29555;22.4115565
29/03/2019;33;31017;23.5201911
29/03/2019;34;32750;24.834325
29/03/2019;35;34260;25.979358
29/03/2019;36;35246;26.7270418
29/03/2019;37;36118;27.3882794
29/03/2019;38;36975;28.0381425
29/03/2019;39;37339;28.3141637
29/03/2019;40;36683;27.8167189
29/03/2019;41;36001;27.2995583
29/03/2019;42;35113;26.6261879
29/03/2019;43;33901;25.7071283
29/03/2019;44;32233;24.4422839
29/03/2019;45;30539;23.1577237
29/03/2019;46;29125;22.0854875
29/03/2019;47;27537;20.8813071
29/03/2019;48;26506;20.0994998
30/03/2019;1;26080;19.776464
30/03/2019;2;26173;19.8469859
30/03/2019;3;25665;19.4617695
30/03/2019;4;24804;18.8088732
30/03/2019;5;24401;18.5032783
30/03/2019;6;24037;18.2272571
30/03/2019;7;23637;17.9239371
30/03/2019;8;23225;17.6115175
30/03/2019;9;23097;17.5144551
30/03/2019;10;22959;17.4098097
30/03/2019;11;23363;17.7161629
30/03/2019;12;23638;17.9246954
30/03/2019;13;24769;18.7823327
30/03/2019;14;25730;19.511059
30/03/2019;15;26854;20.3633882
30/03/2019;16;27473;20.8327759
30/03/2019;17;27953;21.1967599
30/03/2019;18;28278;21.4432074
30/03/2019;19;28398;21.5342034
30/03/2019;20;28156;21.3506948
30/03/2019;21;27917;21.1694611
30/03/2019;22;27342;20.7334386
30/03/2019;23;26775;20.3034825
30/03/2019;24;26237;19.8955171
30/03/2019;25;25889;19.6316287
30/03/2019;26;25440;19.291152
30/03/2019;27;25092;19.0272636
30/03/2019;28;24932;18.9059356
30/03/2019;29;24828;18.8270724
30/03/2019;30;25100;19.03333
30/03/2019;31;25705;19.4921015
30/03/2019;32;26659;20.2155197
30/03/2019;33;27979;21.2164757
30/03/2019;34;29497;22.3675751
30/03/2019;35;31205;23.6627515
30/03/2019;36;32576;24.7023808
30/03/2019;37;33521;25.4189743
30/03/2019;38;34603;26.2394549
30/03/2019;39;34838;26.4176554
30/03/2019;40;34125;25.8769875
30/03/2019;41;33188;25.1664604
30/03/2019;42;32172;24.3960276
30/03/2019;43;31251;23.6976333
30/03/2019;44;30058;22.7929814
30/03/2019;45;28648;21.7237784
30/03/2019;46;27577;20.9116391
30/03/2019;47;26049;19.7529567
30/03/2019;48;25045;18.9916235
31/03/2019;1;24637;18.6822371
31/03/2019;2;24714;18.7406262
31/03/2019;3;24322;18.4433726
31/03/2019;4;23465;17.7935095
31/03/2019;5;22880;17.349904
31/03/2019;6;22487;17.0518921
31/03/2019;7;22019;16.6970077
31/03/2019;8;21659;16.4240197
31/03/2019;9;21624;16.3974792
31/03/2019;10;21652;16.4187116
31/03/2019;11;22381;16.9715123
31/03/2019;12;22602;17.1390966
31/03/2019;13;23558;17.8640314
31/03/2019;14;24500;18.57835
31/03/2019;15;25641;19.4435703
31/03/2019;16;26341;19.9743803
31/03/2019;17;27290;20.694007
31/03/2019;18;27635;20.9556205
31/03/2019;19;27863;21.1285129
31/03/2019;20;27728;21.0261424
31/03/2019;21;27546;20.8881318
31/03/2019;22;27334;20.7273722
31/03/2019;23;27093;20.5446219
31/03/2019;24;26921;20.4141943
31/03/2019;25;26501;20.0957083
31/03/2019;26;26156;19.8340948
31/03/2019;27;26077;19.7741891
31/03/2019;28;25816;19.5762728
31/03/2019;29;25949;19.6771267
31/03/2019;30;26342;19.9751386
31/03/2019;31;26964;20.4468012
31/03/2019;32;27925;21.1755275
31/03/2019;33;28978;21.9740174
31/03/2019;34;29886;22.6625538
31/03/2019;35;30823;23.3730809
31/03/2019;36;31695;24.0343185
31/03/2019;37;32354;24.5340382
31/03/2019;38;33365;25.3006795
31/03/2019;39;34565;26.2106395
31/03/2019;40;33756;25.5971748
31/03/2019;41;32824;24.8904392
31/03/2019;42;31272;23.7135576
31/03/2019;43;29676;22.5033108
31/03/2019;44;27863;21.1285129
31/03/2019;45;25825;19.5830975
31/03/2019;46;24447;18.5381601
01/04/2019;1;23359;17.7131297
01/04/2019;2;22788;17.2801404
01/04/2019;3;22917;17.3779611
01/04/2019;4;23646;17.9307618
01/04/2019;5;23673;17.9512359
01/04/2019;6;23403;17.7464949
01/04/2019;7;23127;17.5372041
01/04/2019;8;22890;17.357487
01/04/2019;9;22917;17.3779611
01/04/2019;10;23193;17.5872519
01/04/2019;11;23803;18.0498149
01/04/2019;12;25163;19.0811029
01/04/2019;13;28252;21.4234916
01/04/2019;14;30948;23.4678684
01/04/2019;15;34213;25.9437179
01/04/2019;16;35811;27.1554813
01/04/2019;17;35987;27.2889421
01/04/2019;18;35749;27.1084667
01/04/2019;19;35368;26.8195544
01/04/2019;20;34413;26.0953779
01/04/2019;21;33311;25.2597313
01/04/2019;22;32320;24.508256
01/04/2019;23;31818;24.1275894
01/04/2019;24;31255;23.7006665
01/04/2019;25;30961;23.4777263
01/04/2019;26;30434;23.0781022
01/04/2019;27;29948;22.7095684
01/04/2019;28;29484;22.3577172
01/04/2019;29;29467;22.3448261
01/04/2019;30;29462;22.3410346
01/04/2019;31;29491;22.3630253
01/04/2019;32;30412;23.0614196
01/04/2019;33;31579;23.9463557
01/04/2019;34;33019;25.0383077
01/04/2019;35;34303;26.0119649
01/04/2019;36;35039;26.5700737
01/04/2019;37;35948;27.2593684
01/04/2019;38;36459;27.6468597
01/04/2019;39;37089;28.1245887
01/04/2019;40;37500;28.43625
01/04/2019;41;37409;28.3672447
01/04/2019;42;36730;27.852359
01/04/2019;43;35637;27.0235371
01/04/2019;44;33652;25.5183116
01/04/2019;45;31525;23.9054075
01/04/2019;46;29473;22.3493759
01/04/2019;47;27366;20.7516378
01/04/2019;48;25949;19.6771267
02/04/2019;1;24680;18.714844
02/04/2019;2;24089;18.2666887
02/04/2019;3;24355;18.4683965
02/04/2019;4;24970;18.934751
02/04/2019;5;25078;19.0166474
02/04/2019;6;24808;18.8119064
02/04/2019;7;24737;18.7580671
02/04/2019;8;24647;18.6898201
02/04/2019;9;24556;18.6208148
02/04/2019;10;24550;18.616265
02/04/2019;11;25161;19.0795863
02/04/2019;12;26382;20.0054706
02/04/2019;13;29243;22.1749669
02/04/2019;14;31610;23.969863
02/04/2019;15;35016;26.5526328
02/04/2019;16;36777;27.8879991
02/04/2019;17;37663;28.5598529
02/04/2019;18;37440;28.390752
02/04/2019;19;37770;28.640991
02/04/2019;20;37692;28.5818436
02/04/2019;21;37242;28.2406086
02/04/2019;22;37173;28.1882859
02/04/2019;23;37099;28.1321717
02/04/2019;24;36838;27.9342554
02/04/2019;25;36775;27.8864825
02/04/2019;26;36434;27.6279022
02/04/2019;27;35760;27.116808
02/04/2019;28;35065;26.5897895
02/04/2019;29;34688;26.3039104
02/04/2019;30;34391;26.0786953
02/04/2019;31;34060;25.827698
02/04/2019;32;34824;26.4070392
02/04/2019;33;35596;26.9924468
02/04/2019;34;36838;27.9342554
02/04/2019;35;37462;28.4074346
02/04/2019;36;38140;28.921562
02/04/2019;37;38375;29.0997625
02/04/2019;38;38717;29.3591011
02/04/2019;39;39049;29.6108567
02/04/2019;40;39672;30.0832776
02/04/2019;41;39835;30.2068805
02/04/2019;42;38760;29.391708
02/04/2019;43;37344;28.3179552
02/04/2019;44;35323;26.7854309
02/04/2019;45;33063;25.0716729
02/04/2019;46;30828;23.3768724
02/04/2019;47;28693;21.7579019
02/04/2019;48;26996;20.4710668
03/04/2019;1;25734;19.5140922
03/04/2019;2;25055;18.9992065
03/04/2019;3;25147;19.0689701
03/04/2019;4;25708;19.4943764
03/04/2019;5;25738;19.5171254
03/04/2019;6;25464;19.3093512
03/04/2019;7;25180;19.093994
03/04/2019;8;24939;18.9112437
03/04/2019;9;24593;18.6488719
03/04/2019;10;24609;18.6610047
03/04/2019;11;25393;19.2555119
03/04/2019;12;26697;20.2443351
03/04/2019;13;29781;22.5829323
03/04/2019;14;32501;24.6455083
03/04/2019;15;35830;27.169889
03/04/2019;16;37128;28.1541624
03/04/2019;17;37567;28.4870561
03/04/2019;18;37161;28.1791863
03/04/2019;19;37180;28.193594
03/04/2019;20;37605;28.5158715
03/04/2019;21;36913;27.9911279
03/04/2019;22;36658;27.7977614
03/04/2019;23;36506;27.6824998
03/04/2019;24;36497;27.6756751
03/04/2019;25;36280;27.511124
03/04/2019;26;36169;27.4269527
03/04/2019;27;35483;26.9067589
03/04/2019;28;34895;26.4608785
03/04/2019;29;34545;26.1954735
03/04/2019;30;34269;25.9861827
03/04/2019;31;34253;25.9740499
03/04/2019;32;34789;26.3804987
03/04/2019;33;35594;26.9909302
03/04/2019;34;36472;27.6567176
03/04/2019;35;37090;28.125347
03/04/2019;36;37800;28.66374
03/04/2019;37;38542;29.2263986
03/04/2019;38;38866;29.4720878
03/04/2019;39;38606;29.2749298
03/04/2019;40;38702;29.3477266
03/04/2019;41;39167;29.7003361
03/04/2019;42;38139;28.9208037
03/04/2019;43;36802;27.9069566
03/04/2019;44;35080;26.601164
03/04/2019;45;33298;25.2498734
03/04/2019;46;31172;23.6377276
03/04/2019;47;28872;21.8936376
03/04/2019;48;27131;20.5734373
04/04/2019;1;25851;19.6028133
04/04/2019;2;25224;19.1273592
04/04/2019;3;25380;19.245654
04/04/2019;4;26093;19.7863219
04/04/2019;5;26175;19.8485025
04/04/2019;6;25975;19.6968425
04/04/2019;7;25733;19.5133339
04/04/2019;8;25683;19.4754189
04/04/2019;9;25589;19.4041387
04/04/2019;10;25483;19.3237589
04/04/2019;11;26350;19.981205
04/04/2019;12;27526;20.8729658
04/04/2019;13;30371;23.0303293
04/04/2019;14;32922;24.9647526
04/04/2019;15;35977;27.2813591
04/04/2019;16;37516;28.4483828
04/04/2019;17;38027;28.8358741
04/04/2019;18;37646;28.5469618
04/04/2019;19;37778;28.6470574
04/04/2019;20;37386;28.3498038
04/04/2019;21;36987;28.0472421
04/04/2019;22;36994;28.0525502
04/04/2019;23;36976;28.0389008
04/04/2019;24;36720;27.844776
04/04/2019;25;36636;27.7810788
04/04/2019;26;36204;27.4534932
04/04/2019;27;35613;27.0053379
04/04/2019;28;35017;26.5533911
04/04/2019;29;35111;26.6246713
04/04/2019;30;35014;26.5511162
04/04/2019;31;35128;26.6375624
04/04/2019;32;35480;26.904484
04/04/2019;33;35926;27.2426858
04/04/2019;34;36364;27.5748212
04/04/2019;35;37193;28.2034519
04/04/2019;36;37439;28.3899937
04/04/2019;37;37761;28.6341663
04/04/2019;38;38092;28.8851636
04/04/2019;39;38305;29.0466815
04/04/2019;40;38156;28.9336948
04/04/2019;41;38154;28.9321782
04/04/2019;42;37250;28.246675
04/04/2019;43;35602;26.9969966
04/04/2019;44;33634;25.5046622
04/04/2019;45;31393;23.8053119
04/04/2019;46;29267;22.1931661
04/04/2019;47;27190;20.618177
04/04/2019;48;25686;19.4776938
05/04/2019;1;24395;18.4987285
05/04/2019;2;23777;18.0300991
05/04/2019;3;24034;18.2249822
05/04/2019;4;24961;18.9279263
05/04/2019;5;25014;18.9681162
05/04/2019;6;24740;18.760342
05/04/2019;7;24431;18.5260273
05/04/2019;8;24296;18.4236568
05/04/2019;9;24253;18.3910499
05/04/2019;10;24271;18.4046993
05/04/2019;11;24876;18.8634708
05/04/2019;12;25917;19.6528611
05/04/2019;13;28453;21.5759099
05/04/2019;14;30980;23.492134
05/04/2019;15;33930;25.729119
05/04/2019;16;35250;26.730075
05/04/2019;17;35773;27.1266659
05/04/2019;18;35100;26.61633
05/04/2019;19;34916;26.4768028
05/04/2019;20;34785;26.3774655
05/04/2019;21;34040;25.812532
05/04/2019;22;33563;25.4508229
05/04/2019;23;33354;25.2923382
05/04/2019;24;33155;25.1414365
05/04/2019;25;33072;25.0784976
05/04/2019;26;32706;24.8009598
05/04/2019;27;31782;24.1002906
05/04/2019;28;31761;24.0843663
05/04/2019;29;31575;23.9433225
05/04/2019;30;31588;23.9531804
05/04/2019;31;31693;24.0328019
05/04/2019;32;31900;24.18977
05/04/2019;33;32919;24.9624777
05/04/2019;34;33811;25.6388813
05/04/2019;35;34556;26.2038148
05/04/2019;36;35181;26.6777523
05/04/2019;37;34974;26.5207842
05/04/2019;38;34942;26.4965186
05/04/2019;39;35046;26.5753818
05/04/2019;40;35360;26.813488
05/04/2019;41;35476;26.9014508
05/04/2019;42;35239;26.7217337
05/04/2019;43;34576;26.2189808
05/04/2019;44;32759;24.8411497
05/04/2019;45;30903;23.4337449
05/04/2019;46;29287;22.2083321
05/04/2019;47;27423;20.7948609
05/04/2019;48;25989;19.7074587
06/04/2019;1;24810;18.813423
06/04/2019;2;24185;18.3394855
06/04/2019;3;24491;18.5715253
06/04/2019;4;25057;19.0007231
06/04/2019;5;25039;18.9870737
06/04/2019;6;24610;18.661763
06/04/2019;7;24165;18.3243195
06/04/2019;8;23966;18.1734178
06/04/2019;9;23753;18.0118999
06/04/2019;10;23675;17.9527525
06/04/2019;11;23797;18.0452651
06/04/2019;12;24261;18.3971163
06/04/2019;13;25509;19.3434747
06/04/2019;14;26296;19.9402568
06/04/2019;15;27965;21.2058595
06/04/2019;16;29183;22.1294689
06/04/2019;17;30416;23.0644528
06/04/2019;18;31073;23.5626559
06/04/2019;19;31515;23.8978245
06/04/2019;20;31352;23.7742216
06/04/2019;21;31176;23.6407608
06/04/2019;22;30789;23.3472987
06/04/2019;23;30483;23.1152589
06/04/2019;24;30006;22.7535498
06/04/2019;25;29712;22.5306096
06/04/2019;26;29359;22.2629297
06/04/2019;27;28860;21.884538
06/04/2019;28;28366;21.5099378
06/04/2019;29;28175;21.3651025
06/04/2019;30;28316;21.4720228
06/04/2019;31;28551;21.6502233
06/04/2019;32;28922;21.9315526
06/04/2019;33;29838;22.6261554
06/04/2019;34;30622;23.2206626
06/04/2019;35;31408;23.8166864
06/04/2019;36;32178;24.4005774
06/04/2019;37;32690;24.788827
06/04/2019;38;32939;24.9776437
06/04/2019;39;32798;24.8707234
06/04/2019;40;32807;24.8775481
06/04/2019;41;33019;25.0383077
06/04/2019;42;32395;24.5651285
06/04/2019;43;31753;24.0782999
06/04/2019;44;30799;23.3548817
06/04/2019;45;29660;22.491178
06/04/2019;46;28301;21.4606483
06/04/2019;47;26604;20.1738132
06/04/2019;48;25238;19.1379754
07/04/2019;1;24117;18.2879211
07/04/2019;2;23590;17.888297
07/04/2019;3;23732;17.9959756
07/04/2019;4;24128;18.2962624
07/04/2019;5;24018;18.2128494
07/04/2019;6;23652;17.9353116
07/04/2019;7;23188;17.5834604
07/04/2019;8;22935;17.3916105
07/04/2019;9;22621;17.1535043
07/04/2019;10;22300;16.91009
07/04/2019;11;22324;16.9282892
07/04/2019;12;22422;17.0026026
07/04/2019;13;23103;17.5190049
07/04/2019;14;23467;17.7950261
07/04/2019;15;24686;18.7193938
07/04/2019;16;25709;19.4951347
07/04/2019;17;27054;20.5150482
07/04/2019;18;28073;21.2877559
07/04/2019;19;28956;21.9573348
07/04/2019;20;29409;22.3008447
07/04/2019;21;29780;22.582174
07/04/2019;22;29939;22.7027437
07/04/2019;23;30086;22.8142138
07/04/2019;24;30008;22.7550664
07/04/2019;25;29955;22.7148765
07/04/2019;26;29858;22.6413214
07/04/2019;27;29434;22.3198022
07/04/2019;28;29110;22.074113
07/04/2019;29;29111;22.0748713
07/04/2019;30;28798;21.8375234
07/04/2019;31;28998;21.9891834
07/04/2019;32;29262;22.1893746
07/04/2019;33;29816;22.6094728
07/04/2019;34;30782;23.3419906
07/04/2019;35;31748;24.0745084
07/04/2019;36;32163;24.3892029
07/04/2019;37;32452;24.6083516
07/04/2019;38;32550;24.682665
07/04/2019;39;32737;24.8244671
07/04/2019;40;32889;24.9397287
07/04/2019;41;33286;25.2407738
07/04/2019;42;32627;24.7410541
07/04/2019;43;31643;23.9948869
07/04/2019;44;30298;22.9749734
07/04/2019;45;29039;22.0202737
07/04/2019;46;27200;20.62576
07/04/2019;47;25363;19.2327629
07/04/2019;48;24069;18.2515227
08/04/2019;1;23060;17.486398
08/04/2019;2;22548;17.0981484
08/04/2019;3;22839;17.3188137
08/04/2019;4;23386;17.7336038
08/04/2019;5;23450;17.782135
08/04/2019;6;23250;17.630475
08/04/2019;7;22909;17.3718947
08/04/2019;8;22697;17.2111351
08/04/2019;9;22613;17.1474379
08/04/2019;10;22673;17.1929359
08/04/2019;11;23451;17.7828933
08/04/2019;12;24663;18.7019529
08/04/2019;13;27459;20.8221597
08/04/2019;14;29822;22.6140226
08/04/2019;15;32697;24.7941351
08/04/2019;16;34174;25.9141442
08/04/2019;17;35123;26.6337709
08/04/2019;18;35409;26.8506447
08/04/2019;19;35405;26.8476115
08/04/2019;20;35290;26.760407
08/04/2019;21;34858;26.4328214
08/04/2019;22;34735;26.3395505
08/04/2019;23;34667;26.2879861
08/04/2019;24;34069;25.8345227
08/04/2019;25;33486;25.3924338
08/04/2019;26;32950;24.985985
08/04/2019;27;32432;24.5931856
08/04/2019;28;31775;24.0949825
08/04/2019;29;31680;24.022944
08/04/2019;30;31442;23.8424686
08/04/2019;31;31331;23.7582973
08/04/2019;32;31736;24.0654088
08/04/2019;33;32462;24.6159346
08/04/2019;34;33562;25.4500646
08/04/2019;35;34551;26.2000233
08/04/2019;36;35274;26.7482742
08/04/2019;37;35886;27.2123538
08/04/2019;38;36248;27.4868584
08/04/2019;39;36492;27.6718836
08/04/2019;40;36616;27.7659128
08/04/2019;41;36645;27.7879035
08/04/2019;42;36107;27.3799381
08/04/2019;43;34962;26.5116846
08/04/2019;44;32970;25.001151
08/04/2019;45;31080;23.567964
08/04/2019;46;29017;22.0035911
08/04/2019;47;27010;20.481683
08/04/2019;48;25350;19.222905
09/04/2019;1;24306;18.4312398
09/04/2019;2;23790;18.039957
09/04/2019;3;23809;18.0543647
09/04/2019;4;24358;18.4706714
09/04/2019;5;24260;18.396358
09/04/2019;6;23836;18.0748388
09/04/2019;7;23478;17.8033674
09/04/2019;8;23224;17.6107592
09/04/2019;9;23129;17.5387207
09/04/2019;10;23171;17.5705693
09/04/2019;11;23800;18.04754
09/04/2019;12;24984;18.9453672
09/04/2019;13;27552;20.8926816
09/04/2019;14;29781;22.5829323
09/04/2019;15;32638;24.7493954
09/04/2019;16;34202;25.9353766
09/04/2019;17;35490;26.912067
09/04/2019;18;35376;26.8256208
09/04/2019;19;35380;26.828654
09/04/2019;20;35139;26.6459037
09/04/2019;21;34961;26.5109263
09/04/2019;22;34722;26.3296926
09/04/2019;23;34365;26.0589795
09/04/2019;24;34099;25.8572717
09/04/2019;25;34016;25.7943328
09/04/2019;26;33648;25.5152784
09/04/2019;27;33294;25.2468402
09/04/2019;28;33085;25.0883555
09/04/2019;29;32958;24.9920514
09/04/2019;30;32808;24.8783064
09/04/2019;31;33060;25.069398
09/04/2019;32;33506;25.4075998
09/04/2019;33;33899;25.7056117
09/04/2019;34;34765;26.3622995
09/04/2019;35;35579;26.9795557
09/04/2019;36;36127;27.3951041
09/04/2019;37;36349;27.5634467
09/04/2019;38;36533;27.7029739
09/04/2019;39;36740;27.859942
09/04/2019;40;37073;28.1124559
09/04/2019;41;37213;28.2186179
09/04/2019;42;36733;27.8546339
09/04/2019;43;35515;26.9310245
09/04/2019;44;33357;25.2946131
09/04/2019;45;31585;23.9509055
09/04/2019;46;29617;22.4585711
09/04/2019;47;27583;20.9161889
09/04/2019;48;25988;19.7067004
10/04/2019;1;24878;18.8649874
10/04/2019;2;24380;18.487354
10/04/2019;3;24578;18.6374974
10/04/2019;4;25165;19.0826195
10/04/2019;5;25133;19.0583539
10/04/2019;6;24824;18.8240392
10/04/2019;7;24571;18.6321893
10/04/2019;8;24500;18.57835
10/04/2019;9;24419;18.5169277
10/04/2019;10;24519;18.5927577
10/04/2019;11;25145;19.0674535
10/04/2019;12;26104;19.7946632
10/04/2019;13;28323;21.4773309
10/04/2019;14;30820;23.370806
10/04/2019;15;33807;25.6358481
10/04/2019;16;34798;26.3873234
10/04/2019;17;35400;26.84382
10/04/2019;18;35285;26.7566155
